No,Intent,Category,Question
574,timetable,Timetable,Which day is CSC2401 Software Engineering?
575,timetable,Timetable,What is the venue for CSC2401 Software Engineering?
576,timetable,Timetable,Where is my CSC2401 Software Engineering class?
577,timetable,Timetable,When do I have CSC2401 Software Engineering?
578,timetable,Timetable,What room is CSC2401 Software Engineering in?
579,timetable,Timetable,When is CSC2801 Mobile App Development?
580,timetable,Timetable,What time is CSC2801 Mobile App Development?
581,timetable,Timetable,Where is CSC2801 Mobile App Development held?
582,timetable,Timetable,Which day is CSC2801 Mobile App Development?
583,timetable,Timetable,What is the venue for CSC2801 Mobile App Development?
584,timetable,Timetable,Where is my CSC2801 Mobile App Development class?
585,timetable,Timetable,When do I have CSC2801 Mobile App Development?
586,timetable,Timetable,What room is CSC2801 Mobile App Development in?
587,timetable,Timetable,When is CSC2104 Object-Oriented Programming - Lab?
588,timetable,Timetable,What time is CSC2104 Object-Oriented Programming - Lab?
589,timetable,Timetable,Where is CSC2104 Object-Oriented Programming - Lab held?
590,timetable,Timetable,Which day is CSC2104 Object-Oriented Programming - Lab?
591,timetable,Timetable,What is the venue for CSC2104 Object-Oriented Programming - Lab?
592,timetable,Timetable,Where is my CSC2104 Object-Oriented Programming - Lab class?
593,timetable,Timetable,When do I have CSC2104 Object-Oriented Programming - Lab?
594,timetable,Timetable,What room is CSC2104 Object-Oriented Programming - Lab in?
595,timetable,Timetable,When is MAT2201 Linear Algebra?
596,timetable,Timetable,What time is MAT2201 Linear Algebra?
597,timetable,Timetable,Where is MAT2201 Linear Algebra held?
598,timetable,Timetable,Which day is MAT2201 Linear Algebra?
599,timetable,Timetable,What is the venue for MAT2201 Linear Algebra?
600,timetable,Timetable,Where is my MAT2201 Linear Algebra class?
601,timetable,Timetable,When do I have MAT2201 Linear Algebra?
602,timetable,Timetable,What room is MAT2201 Linear Algebra in?
603,timetable,Timetable,When is CSC2201 Database Systems?
604,timetable,Timetable,What time is CSC2201 Database Systems?
605,timetable,Timetable,Where is CSC2201 Database Systems held?
606,timetable,Timetable,Which day is CSC2201 Database Systems?
607,timetable,Timetable,What is the venue for CSC2201 Database Systems?
608,timetable,Timetable,Where is my CSC2201 Database Systems class?
609,timetable,Timetable,When do I have CSC2201 Database Systems?
610,timetable,Timetable,What room is CSC2201 Database Systems in?
611,timetable,Timetable,When is CSC2601 Human-Computer Interaction?
612,timetable,Timetable,What time is CSC2601 Human-Computer Interaction?
613,timetable,Timetable,Where is CSC2601 Human-Computer Interaction held?
614,timetable,Timetable,Which day is CSC2601 Human-Computer Interaction?
615,timetable,Timetable,What is the venue for CSC2601 Human-Computer Interaction?
616,timetable,Timetable,Where is my CSC2601 Human-Computer Interaction class?
617,timetable,Timetable,When do I have CSC2601 Human-Computer Interaction?
618,timetable,Timetable,What room is CSC2601 Human-Computer Interaction in?
619,timetable,Timetable,When is MPU3243 Falsafah dan Isu Semasa?
620,timetable,Timetable,What time is MPU3243 Falsafah dan Isu Semasa?
621,timetable,Timetable,Where is MPU3243 Falsafah dan Isu Semasa held?
622,timetable,Timetable,Which day is MPU3243 Falsafah dan Isu Semasa?
623,timetable,Timetable,What is the venue for MPU3243 Falsafah dan Isu Semasa?
624,timetable,Timetable,Where is my MPU3243 Falsafah dan Isu Semasa class?
625,timetable,Timetable,When do I have MPU3243 Falsafah dan Isu Semasa?
626,timetable,Timetable,What room is MPU3243 Falsafah dan Isu Semasa in?
627,timetable,Timetable,When is ENG2101 Academic English?
628,timetable,Timetable,What time is ENG2101 Academic English?
629,timetable,Timetable,Where is ENG2101 Academic English held?
630,timetable,Timetable,Which day is ENG2101 Academic English?
631,timetable,Timetable,What is the venue for ENG2101 Academic English?
632,timetable,Timetable,Where is my ENG2101 Academic English class?
633,timetable,Timetable,When do I have ENG2101 Academic English?
634,timetable,Timetable,What room is ENG2101 Academic English in?
635,timetable,Timetable,When is CSC2205 Computer Networks - Lab?
636,timetable,Timetable,What time is CSC2205 Computer Networks - Lab?
637,timetable,Timetable,Where is CSC2205 Computer Networks - Lab held?
638,timetable,Timetable,Which day is CSC2205 Computer Networks - Lab?
639,timetable,Timetable,What is the venue for CSC2205 Computer Networks - Lab?
640,timetable,Timetable,Where is my CSC2205 Computer Networks - Lab class?
641,timetable,Timetable,When do I have CSC2205 Computer Networks - Lab?
642,timetable,Timetable,What room is CSC2205 Computer Networks - Lab in?
643,timetable,Timetable,When is CSC2901 Computer Architecture?
644,timetable,Timetable,What time is CSC2901 Computer Architecture?
645,timetable,Timetable,Where is CSC2901 Computer Architecture held?
646,timetable,Timetable,Which day is CSC2901 Computer Architecture?
647,timetable,Timetable,What is the venue for CSC2901 Computer Architecture?
648,timetable,Timetable,Where is my CSC2901 Computer Architecture class?
649,timetable,Timetable,When do I have CSC2901 Computer Architecture?
650,timetable,Timetable,What room is CSC2901 Computer Architecture in?
651,timetable,Timetable,When is CSC2103 Data Structures - Tutorial?
652,timetable,Timetable,What time is CSC2103 Data Structures - Tutorial?
653,timetable,Timetable,Where is CSC2103 Data Structures - Tutorial held?
654,timetable,Timetable,Which day is CSC2103 Data Structures - Tutorial?
655,timetable,Timetable,What is the venue for CSC2103 Data Structures - Tutorial?
656,timetable,Timetable,Where is my CSC2103 Data Structures - Tutorial class?
657,timetable,Timetable,When do I have CSC2103 Data Structures - Tutorial?
658,timetable,Timetable,What room is CSC2103 Data Structures - Tutorial in?
659,timetable,Timetable,When is MPU2001 Co-Curricular Activities?
660,timetable,Timetable,What time is MPU2001 Co-Curricular Activities?
661,timetable,Timetable,Where is MPU2001 Co-Curricular Activities held?
662,timetable,Timetable,Which day is MPU2001 Co-Curricular Activities?
663,timetable,Timetable,What is the venue for MPU2001 Co-Curricular Activities?
664,timetable,Timetable,Where is my MPU2001 Co-Curricular Activities class?
665,timetable,Timetable,When do I have MPU2001 Co-Curricular Activities?
666,timetable,Timetable,What room is MPU2001 Co-Curricular Activities in?
667,timetable,Timetable,I need help with my timetable
668,timetable,Timetable,Can you help me find my class schedule?
669,timetable,Timetable,I want to check my timetable
670,assignment,Assignment,When is my assignment due?
671,assignment,Assignment,Assignment deadline
672,assignment,Assignment,When do I submit my assignment?
673,assignment,Assignment,What is the assignment submission date?
674,assignment,Assignment,Assignment due date
675,assignment,Assignment,When should I submit my assignment?
676,assignment,Assignment,What is my assignment deadline?
677,assignment,Assignment,When is the coursework due?
678,assignment,Assignment,Where can I check assignment deadlines?
679,assignment,Assignment,When do assignments need to be submitted?
680,assignment,Assignment,How can I find my assignment deadline?
681,assignment,Assignment,What is the submission deadline?
682,assignment,Assignment,When should I hand in my assignment?
683,assignment,Assignment,Is my assignment due soon?
684,assignment,Assignment,When does the assignment close?
685,assignment,Assignment,Assignment submission date
686,assignment,Assignment,Tell me my assignment deadline
687,assignment,Assignment,Where can I see my assignment?
688,assignment,Assignment,When must I submit my coursework?
689,assignment,Assignment,How do I check assignment due dates?
